Category,Topic,Tonality,Summary
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
SMRT Corporate,Fares,Neutral ,"There will be an overall increase of 2.8 per cent to public transport fares following the conclusion of the 2014 Fare Review Exercise, the Public Transport Council (PTC) announced on Wednesday, Jan 22. 

The 2.8 per cent figure was calculated by aggregating the 3.4 per cent fare adjustment quantum carried over from the 2013 Fare Review Exercise with the -0.6 per cent figure from 2014, said the PTC.  PTC Chairman Richard Magnus said that the 15-member council “made a concerted effort to minimise impact on commuters, even to the extent of insulating some from the increase altogether”. Mr Magnus said that, all things being equal, the oil price plunge will result in a 1 per cent decrease in fares next year. 

With the fare increments, the PTC said the two public transport operators – SBS Transit and SMRT – will have to contribute $5.5 million and $8 million, respectively, to the Public Transport Fund. The total of $13.5 million is $2 million more than their contribution last year. The Government will utilise the Public Transport Fund to provide Public Transport Vouchers to lower-income households to mitigate the increase in their travel expenditure, it added. ST reported that the size of the contributions or clawback hinges on the firm’s profitability and the formula allows for a clawback of up to 50 per cent.

Several news sources reported that SMRT is expected to reap S$26.6 million increase in revenue and a net increase of $18.6 million in revenue after contributions.

VP CIC, Mr Patrick Nathan, reiterated that it is important to strike the “right balance” between affordability of bus and train services, and business sustainability.

ST Senior Transport Correspondent Christopher Tan provided an opinion piece on the issue, highlighting the divide between public perception versus reality in the fare hike, in summary, he opined that the existing method of using actual instead of projected figures to calculate fare adjustment is “quite sound” despite inherent time lag between review and implementation. This method would also prevent major projection errors by policymakers and avoid the “flip-flop” seen in the projection method of calculating COE supplies based on the number of cars to be scrapped in a given year.  
"
