ADP,for,O
DET,that,O
NOUN,purpose,O
PUNCT,0,O
,,
NOUN,Taxi,O
NOUN,industry,O
NOUN,players,O
VERB,noted,O
ADP,that,O
ADP,unlike,O
NOUN,cab,O
NOUN,companies,O
PUNCT,',',O
DET,the,O
NOUN,newcomers,O
VERB,are,O
ADV,not,O
VERB,required,O
PART,to,O
VERB,meet,O
NOUN,service,O
NOUN,standards,O
PUNCT,',',O
ADJ,their,O
NOUN,fleet,O
NOUN,expansion,O
VERB,will,O
ADV,not,O
VERB,be,O
VERB,restricted,O
PUNCT,',',O
PRON,they,O
VERB,do,O
ADV,not,O
VERB,need,O
PART,to,O
VERB,buy,O
NOUN,insurance,O
NOUN,policies,O
ADJ,that,O
VERB,cover,O
NOUN,passengers,O
PUNCT,',',O
ADV,there,O
VERB,is,O
DET,no,O
NOUN,restriction,O
ADP,on,O
NOUN,vehicle,O
NOUN,age,O
PUNCT,',',O
CONJ,and,O
ADJ,their,O
NOUN,cars,O
VERB,attract,O
ADV,far,O
ADJ,lower,O
NOUN,road,O
NOUN,taxes,O
ADP,than,O
NOUN,cabs,O
PUNCT,0,O
,,
NOUN,Others,O
VERB,said,O
DET,the,O
ADJ,fast,O
PUNCT,-,O
VERB,expanding,O
ADJ,third,ORDINAL
PUNCT,-,O
NOUN,party,O
NOUN,fleet,O
VERB,will,O
ADV,eventually,O
VERB,impact,O
NOUN,cabbies,O
PART,'''',O
NOUN,earnings,O
ADP,as,O
PRON,they,O
VERB,are,O
VERB,competing,O
ADP,for,O
DET,a,O
ADJ,fixed,O
NOUN,market,O
ADJ,that,O
VERB,is,O
ADV,not,O
VERB,growing,O
ADV,nearly,O
ADV,as,O
ADJ,fast,O
PUNCT,0,O
,,
PROPN,Train,O
NOUN,services,O
ADP,on,O
DET,the,O
PROPN,North,LINE
PUNCT,-,LINE
PROPN,South,LINE
NOUN,Line,LINE
ADP,from,O
PROPN,Admiralty,STATION
ADP,to,O
PROPN,Yishun,STATION
VERB,were,O
VERB,delayed,O
ADP,by,O
NUM,20,TIME
NOUN,minutes,TIME
ADP,on,O
PROPN,Monday,DATE
NOUN,afternoon,TIME
PUNCT,',',O
PROPN,Jan,DATE
NUM,20,DATE
PUNCT,0,O
,,
DET,This,O
VERB,was,O
ADJ,due,O
ADP,to,O
DET,a,O
NOUN,problem,O
ADP,with,O
DET,the,O
PUNCT,",O
ADJ,third,AREA
NOUN,rail,AREA
PUNCT,",O
PUNCT,',',O
ADJ,which,O
VERB,supplies,O
NOUN,power,O
ADP,to,O
DET,the,O
NOUN,trains,O
PUNCT,',',O
NOUN,operator,O
PROPN,SMRT,ORG
VERB,said,O
ADP,on,O
ADJ,its,O
PROPN,Facebook,ORG
NOUN,page,O
PUNCT,0,O
,,
VERB,Apologising,O
ADP,for,O
DET,the,O
NOUN,inconvenience,O
PUNCT,',',O
PROPN,SMRT,ORG
VERB,said,O
NOUN,bus,SERVICE
NOUN,bridging,SERVICE
NOUN,services,SERVICE
VERB,were,O
VERB,activated,O
ADP,between,O
DET,the,O
NUM,two,CARDINAL
PROPN,MRT,STATION
NOUN,stations,STATION
PUNCT,',',O
CONJ,and,O
ADP,that,O
ADJ,its,O
NOUN,engineers,O
VERB,were,O
ADP,on,O
NOUN,site,O
PART,to,O
VERB,fix,O
DET,the,O
NOUN,fault,O
PUNCT,0,O
,,
ADP,At,O
NUM,3.32pm,TIME
PUNCT,',',O
PROPN,SMRT,ORG
VERB,updated,O
ADP,in,O
DET,a,O
NOUN,tweet,O
ADJ,that,O
DET,the,O
ADJ,affected,O
NOUN,train,O
NOUN,service,O
VERB,had,O
VERB,resumed,O
PUNCT,0,O
,,
ADJ,Same,O
ADP,as,O
PROPN,CNA,ORG
PART,'''',O
NUM,15,CARDINAL
NOUN,bus,O
NOUN,services,O
PART,to,O
VERB,skip,O
NOUN,stops,O
DET,this,O
NOUN,weekend,DATE
PUNCT,'''',O
,,
ADJ,Same,O
ADP,as,O
PROPN,'ST''Tower',ORG
PROPN,Transit,ORG
NOUN,vehicle,O
NOUN,technicians,O
PART,to,O
VERB,get,O
NOUN,tablets,O
PUNCT,'''',O
PUNCT,0,O
,,
PROPN,Mediacorp,ORG
VERB,carried,O
VERB,delayed,O
NOUN,coverage,O
ADP,of,O
DET,the,O
NOUN,media,O
NOUN,statements,O
VERB,made,O
ADP,by,O
PROPN,LTA,ORG
CONJ,and,O
PROPN,SMRT,ORG
ADP,on,O
PROPN,Mar,DATE
NUM,3,DATE
PUNCT,0,O
,,
DET,The,O
NOUN,authorities,O
VERB,are,O
VERB,investigating,O
DET,the,O
ADJ,recent,O
NOUN,spate,O
ADP,of,O
NOUN,train,O
NOUN,service,O
NOUN,disruptions,O
ADP,on,O
PROPN,SMRTs,ORG
NOUN,rail,AREA
NOUN,network,AREA
CONJ,and,O
NOUN,plan,O
PART,to,O
VERB,review,O
DET,the,O
NOUN,operators,O
NOUN,resources,O
CONJ,and,O
NOUN,processes,O
ADP,for,O
VERB,maintaining,O
DET,the,O
NOUN,rail,O
NOUN,system,O
PUNCT,0,O
,,
VERB,Calling,O
DET,the,O
NOUN,situation,O
ADJ,unacceptable,O
PUNCT,',',O
DET,the,O
PROPN,Land,ORG
PROPN,Transport,ORG
PROPN,Authority,ORG
PUNCT,(,O
PROPN,LTA,ORG
PUNCT,),O
VERB,said,O
PRON,it,O
VERB,has,O
VERB,asked,O
PROPN,SMRT,ORG
PART,to,O
VERB,investigate,O
DET,the,O
NOUN,disruptions,O
ADP,with,O
NUM,two,CARDINAL
NOUN,incidents,O
ADP,on,O
PROPN,Tuesday,DATE
PUNCT,(,O
PROPN,March,DATE
NUM,3,DATE
PUNCT,),O
VERB,bringing,O
DET,the,O
NOUN,count,O
ADP,to,O
NUM,five,CARDINAL
ADP,in,O
NUM,nine,CARDINAL
NOUN,days,O
CONJ,and,O
VERB,provide,O
DET,a,O
ADJ,full,O
NOUN,account,O
PUNCT,0,O
,,
DET,The,O
PROPN,LTA,ORG
VERB,will,O
VERB,be,O
VERB,working,O
ADP,with,O
PROPN,SMRT,ORG
ADP,on,O
DET,the,O
ADJ,immediate,O
ADJ,remedial,O
NOUN,actions,O
PART,to,O
VERB,turn,O
PART,around,O
DET,the,O
NOUN,situation,O
PUNCT,',',O
DET,a,O
NOUN,spokesperson,O
VERB,said,O
ADP,on,O
PROPN,Tuesday,DATE
PUNCT,0,O
,,
PRON,We,O
VERB,intend,O
PART,to,O
VERB,review,O
ADV,again,O
PROPN,SMRTs,ORG
NOUN,management,O
ADP,of,O
NOUN,resources,O
CONJ,and,O
NOUN,processes,O
ADP,for,O
DET,the,O
NOUN,maintenance,O
ADP,of,O
DET,the,O
NOUN,rail,AREA
NOUN,system,AREA
PUNCT,0,O
,,
ADP,In,O
DET,an,O
NOUN,interview,O
ADP,with,O
PROPN,Channel,ORG
PROPN,News,ORG
PROPN,Asia,ORG
PUNCT,',',O
PROPN,Professor,TITLE
PROPN,Lee,PERSON
PROPN,Der,PERSON
PROPN,Hong,PERSON
VERB,said,O
PROPN,SMRT,ORG
VERB,faces,O
ADJ,several,O
NOUN,challenges:-,O
NOUN,Demands,O
ADP,on,O
ADJ,public,O
NOUN,transport,O
NOUN,system,O
VERB,means,O
NOUN,operators,O
VERB,have,O
ADJ,less,O
ADP,than,O
NUM,four,TIME
NOUN,hours,TIME
PART,to,O
VERB,carry,O
PART,out,O
NOUN,maintenance,O
NOUN,work,O
PROPN,Complexity,O
ADP,of,O
NOUN,work,O
PUNCT,',',O
NOUN,manpower,O
NOUN,constraints,O
CONJ,and,O
NOUN,land,O
NOUN,scarcity,O
,,
DET,The,O
NOUN,design,O
ADP,of,O
ADJ,our,O
PROPN,MRT,ORG
NOUN,system,O
VERB,did,O
ADV,not,O
VERB,cater,O
ADP,for,O
NOUN,backup,O
NOUN,tracks,O
PART,to,O
VERB,allow,O
NOUN,closure,O
ADP,on,O
ADJ,certain,O
NOUN,tracks,O
PART,to,O
VERB,carry,O
PART,out,O
NOUN,servicing,O
PUNCT,',',O
ADP,without,O
VERB,causing,O
NOUN,disruption,O
ADP,to,O
ADJ,existing,O
NOUN,revenue,O
NOUN,service,O
PUNCT,0,O
,,
PRON,He,O
VERB,suggested,O
ADP,that,O
PRON,it,O
VERB,may,O
VERB,be,O
ADJ,necessary,O
PART,to,O
VERB,close,O
DET,the,O
NOUN,system,O
ADP,for,O
ADJ,longer,O
NOUN,periods,O
ADP,of,O
NOUN,time,O
PART,to,O
VERB,carry,O
PART,out,O
ADJ,essential,O
NOUN,maintenance,O
PUNCT,0,O
,,
PRON,He,O
VERB,suggested,O
PROPN,SMRT,ORG
VERB,adopt,O
PROPN,CCTV,O
VERB,imaging,O
NOUN,detection,O
CONJ,and,O
NOUN,analysis,O
NOUN,techniques,O
PART,to,O
VERB,detect,O
NOUN,break,O
PUNCT,-,O
NOUN,in,O
PUNCT,0,O
,,
DET,The,O
NOUN,article,O
VERB,discusses,O
DET,the,O
ADJ,recent,O
NOUN,performance,O
ADP,of,O
PROPN,ComfortDelGro,ORG
CONJ,and,O
PROPN,SMRT,ORG
NOUN,taxi,O
NOUN,operations,O
PUNCT,',',O
VERB,increasing,O
NOUN,competition,O
NOUN,face,O
CONJ,and,O
DET,some,O
ADJ,recent,O
NOUN,service,O
NOUN,enhancements,O
VERB,introduced,O
PUNCT,0,O
,,
DET,The,O
NOUN,article,O
VERB,states,O
ADP,that,O
NOUN,taxi,O
NOUN,operations,O
VERB,are,O
ADV,very,O
ADJ,important,O
ADP,to,O
DET,the,O
NOUN,growth,O
CONJ,and,O
NOUN,profitability,O
ADP,of,O
DET,both,O
PROPN,ComfortDelGro,ORG
CONJ,and,O
PROPN,SMRT.,ORG
ADJ,Local,O
NOUN,taxi,O
NOUN,operations,O
VERB,made,O
PART,up,O
NUM,25,PERCENT
NOUN,%,PERCENT
ADP,of,O
ADJ,total,O
NOUN,revenue,O
CONJ,and,O
NUM,24.2,PERCENT
NOUN,%,PERCENT
ADP,of,O
VERB,operating,O
NOUN,earnings,O
ADP,at,O
PROPN,ComfortDelGro,ORG
ADP,in,O
DET,the,O
ADJ,first,
NOUN,quarter,
ADP,of,
DET,this,
NOUN,year,
PUNCT,0,O
,,
ADP,At,O
PROPN,SMRT,ORG
PUNCT,',',O
NOUN,taxi,O
NOUN,operations,O
VERB,made,O
PART,up,O
NUM,16.6,PERCENT
NOUN,%,PERCENT
ADP,of,O
NOUN,revenue,O
CONJ,and,O
NUM,17.2,PERCENT
NOUN,%,PERCENT
ADP,of,O
VERB,operating,O
NOUN,earnings,O
ADP,from,O
ADJ,profitable,O
NOUN,business,O
NOUN,groups,O
PUNCT,0,O
,,
ADP,With,O
DET,the,O
NOUN,popularity,O
ADP,of,O
NOUN,taxi,O
NOUN,apps,O
ADJ,such,O
ADP,as,O
PROPN,GrabTaxi,ORG
CONJ,and,O
PROPN,Uber,ORG
PUNCT,',',O
DET,the,O
NOUN,competition,O
ADP,for,O
NOUN,drivers,O
VERB,is,O
VERB,heating,O
PART,up,O
PUNCT,0,O
,,
PROPN,ComfortDelGro,ORG
VERB,launched,O
DET,a,O
NOUN,booking,O
NOUN,app,O
ADP,with,O
ADJ,better,O
NOUN,user,O
NOUN,interface,O
CONJ,and,O
VERB,incentivised,O
ADJ,cashless,O
NOUN,payments,O
ADP,by,O
VERB,introducing,O
DET,a,O
PROPN,CabRewards,O
NOUN,programme,O
PUNCT,0,O
,,
ADJ,Last,DATE
PROPN,June,DATE
PUNCT,',',O
DET,the,O
NOUN,company,O
VERB,partnered,O
ADP,with,O
DET,the,O
PROPN,Health,ORG
PROPN,Promotion,ORG
PROPN,Board,ORG
PART,to,O
VERB,conduct,O
NOUN,health,O
NOUN,screening,O
ADP,for,O
NOUN,drivers,O
CONJ,and,O
VERB,offer,O
ADJ,free,O
NOUN,access,O
ADP,on,O
NOUN,Wednesdays,DATE
ADP,to,O
NOUN,facilities,O
ADP,like,O
NOUN,gyms,O
CONJ,and,O
NOUN,swimming,O
NOUN,pools,O
PUNCT,0,O
,,
PROPN,SMRT,ORG
PUNCT,',',O
ADV,meanwhile,O
PUNCT,',',O
VERB,partnered,O
ADP,with,O
PROPN,London,NORP
PUNCT,-,O
VERB,based,O
ADJ,mobile,O
NOUN,taxi,O
NOUN,app,O
NOUN,developer,O
PART,to,O
VERB,launch,O
PROPN,Hailo,SERVICE
NOUN,taxi,O
VERB,booking,O
NOUN,app,O
CONJ,and,O
VERB,announced,O
DET,an,O
ADJ,enhanced,O
NOUN,training,O
NOUN,programme,O
ADP,for,O
ADJ,its,O
NOUN,drivers,O
PUNCT,0,O
,,
PRON,It,O
VERB,has,O
VERB,introduced,O
DET,the,O
PROPN,Prius,SERVICE
PROPN,Hybrid,SERVICE
ADP,to,O
ADJ,its,O
NOUN,fleet,O
VERB,hoping,O
PART,to,O
VERB,attract,O
NOUN,drivers,O
ADP,with,O
ADJ,lower,O
NOUN,fuel,O
NOUN,costs,O
PUNCT,',',O
CONJ,and,O
VERB,continued,O
PART,to,O
VERB,play,O
PART,up,O
ADJ,its,O
NOUN,wheelchair,O
ADJ,friendly,O
NOUN,taxis,O
PUNCT,0,O
,,
PROPN,ST,ORG
PROPN,Senior,TITLE
PROPN,Correspondent,TITLE
PROPN,Christopher,PERSON
PROPN,Tan,PERSON
VERB,had,O
DET,an,O
ADJ,exclusive,O
NOUN,interview,O
ADP,with,O
ADP,with,O
PROPN,SMRT,ORG
PROPN,President,TITLE
CONJ,and,TITLE
PROPN,Group,TITLE
PROPN,CEO,TITLE
PROPN,Mr,O
PROPN,Desmond,PERSON
PROPN,Kuek,PERSON
VERB,had,O
ADP,with,O
PUNCT,0,O
,,
ADP,In,O
DET,the,O
NOUN,article,O
PUNCT,',',O
PROPN,Mr,O
PROPN,Kuek,PERSON
VERB,recounts,O
ADP,that,O
PRON,he,O
VERB,was,O
VERB,put,O
ADP,to,O
DET,the,O
NOUN,test,O
ADV,almost,O
ADV,immediately,O
ADP,after,O
ADJ,his,O
NOUN,appointment,O
ADP,with,O
ADJ,several,O
ADJ,major,O
NOUN,issues,O
PUNCT,',',O
VERB,including,O
DET,a,O
ADJ,major,O
NOUN,rail,O
NOUN,breakdown,O
CONJ,and,O
DET,a,O
NOUN,bus,O
NOUN,drivers,O
NOUN,strike,O
PUNCT,0,O
,,
PRON,It,O
ADV,also,O
VERB,says,O
ADP,that,O
ADJ,his,O
ADJ,earlier,O
NOUN,assessment,O
ADP,of,O
DET,the,O
NOUN,company,O
VERB,was,O
VERB,damning,O
PUNCT,',',O
VERB,describing,O
PRON,it,O
ADP,as,O
VERB,having,O
PUNCT,",O
ADJ,deep,O
PUNCT,-,O
VERB,seated,O
NOUN,issues,O
PUNCT,...,O
ADJ,managerial,O
PUNCT,',',O
ADJ,structural,O
PUNCT,',',O
ADJ,cultural,O
CONJ,and,O
ADJ,systemic,O
NOUN,issues,O
PUNCT,",O
PUNCT,0,O
,,
DET,The,O
NOUN,article,O
VERB,highlights,O
NOUN,steps,O
VERB,taken,O
PART,to,O
VERB,put,O
PROPN,SMRT,ORG
ADV,back,O
ADP,on,O
NOUN,track,O
PUNCT,',',O
VERB,including,O
VERB,increasing,O
DET,the,O
NOUN,number,O
ADP,of,O
NOUN,technicians,O
CONJ,and,O
NOUN,engineers,O
ADV,significantly,O
PUNCT,;,O
VERB,introducing,O
ADJ,clearer,O
NOUN,employee,O
NOUN,career,O
NOUN,pathways,O
PUNCT,;,O
NOUN,rail,O
NOUN,renewal,O
CONJ,and,O
VERB,upgrade,O
NOUN,works,O
PUNCT,;,O
CONJ,and,O
NOUN,train,O
NOUN,upgrades,O
PUNCT,0,O
,,
ADV,When,O
ADJ,all,O
DET,the,O
NOUN,upgrading,O
VERB,is,O
VERB,done,O
CONJ,and,O
ADP,with,O
DET,the,O
PUNCT,",O
ADJ,robust,O
ADJ,preventive,O
CONJ,and,O
ADJ,predictive,O
NOUN,maintenance,O
NOUN,regimen,O
PUNCT,",O
DET,the,O
NOUN,company,O
VERB,is,O
VERB,putting,O
PART,in,O
NOUN,place,O
PUNCT,',',O
PROPN,Mr,O
PROPN,Kuek,PERSON
VERB,is,O
ADJ,confident,O
PROPN,SMRT,ORG
VERB,will,O
VERB,rise,O
ADP,from,O
ADJ,its,O
ADJ,recent,O
VERB,chequered,O
NOUN,history,O
PART,to,O
VERB,recapture,O
ADJ,its,O
NOUN,spot,O
ADP,as,O
NUM,one,CARDINAL
ADP,of,O
DET,the,O
NOUN,world,O
PART,'''s',O
ADJ,top,O
NOUN,metros,O
PUNCT,0,O
,,
ADP,Although,O
PRON,he,O
VERB,does,O
ADV,not,O
VERB,say,O
PRON,it,O
ADV,outright,O
PUNCT,',',O
PRON,it,O
VERB,is,O
ADJ,clear,O
PRON,he,O
VERB,does,O
ADV,not,O
VERB,think,O
PROPN,Singapore,NORP
VERB,can,O
VERB,support,O
ADJ,more,O
NOUN,rail,O
NOUN,operators,O
PUNCT,0,O
,,
PROPN,Mr,O
PROPN,Kuek,PERSON
VERB,said,O
PUNCT,",O
PRON,It,O
VERB,takes,O
NUM,five,DATE
PART,to,DATE
NUM,10,DATE
NOUN,years,DATE
PART,to,O
VERB,groom,O
DET,an,O
ADJ,experienced,O
NOUN,rail,O
NOUN,engineer,O
PUNCT,0,O
,,
DET,The,O
NOUN,question,O
ADP,of,O
NOUN,who,O
VERB,will,O
VERB,run,O
ADJ,upcoming,O
ADJ,new,O
NOUN,lines,O
VERB,does,O
VERB,place,O
DET,some,O
NOUN,uncertainty,O
ADP,on,O
DET,an,O
NOUN,operator,O
PUNCT,0,O
,,
VERB,Should,O
PRON,it,O
VERB,invest,O
ADP,in,O
VERB,growing,O
DET,the,O
NOUN,expertise,O
ADP,for,O
DET,the,O
NOUN,future,O
PUNCT,?,O
,,
ADV,There,O
VERB,is,O
DET,a,O
ADV,very,O
ADJ,real,O
NOUN,risk,O
ADP,of,O
VERB,incurring,O
DET,the,O
NOUN,cost,O
ADP,of,O
VERB,raising,O
DET,the,O
NOUN,manpower,O
CONJ,but,O
ADV,not,O
VERB,winning,O
DET,the,O
NOUN,licence,O
PUNCT,0,O
PUNCT,",O
,,
PRON,He,O
VERB,looks,O
ADP,to,O
PROPN,Hong,NORP
PROPN,Kong,NORP
ADP,as,O
NUM,one,CARDINAL
NOUN,success,O
NOUN,story,O
PUNCT,',',O
ADV,where,O
DET,a,O
ADV,tightly,O
VERB,regulated,O
NOUN,operator,O
VERB,derives,O
NOUN,synergy,O
ADP,from,O
DET,a,O
NOUN,fleet,O
ADP,of,O
NOUN,trains,O
ADJ,that,O
VERB,can,O
VERB,be,O
VERB,deployed,O
ADP,on,O
DET,any,O
NOUN,line,O
PUNCT,0,O
,,
ADV,Nevertheless,O
PUNCT,',',O
PRON,he,O
VERB,concedes,O
ADP,that,O
PUNCT,",O
DET,each,O
NOUN,city,O
VERB,evolves,O
ADJ,its,O
ADJ,own,O
NOUN,system,O
VERB,based,O
ADP,on,O
ADJ,its,O
NOUN,socio,O
PUNCT,-,O
ADJ,economic,O
CONJ,and,O
ADJ,political,O
NOUN,considerations,O
PUNCT,",O
PUNCT,',',O
CONJ,and,O
ADV,there,O
VERB,is,O
DET,no,O
NOUN,one,O
NOUN,size,O
ADJ,that,O
VERB,fits,O
ADV,all,O
PUNCT,0,O
,,
ADV,There,O
VERB,is,O
ADV,also,O
DET,a,O
NOUN,box,O
NOUN,story,O
VERB,titled,O
PROPN,Third,O
PUNCT,-,O
NOUN,rail,O
NOUN,works,O
VERB,start,O
ADJ,next,DATE
NOUN,month,DATE
PUNCT,0,O
,,
NOUN,SMRT,ORG
VERB,expects,O
PART,to,O
VERB,start,O
VERB,replacing,O
DET,the,O
NOUN,EWLs,LINE
NOUN,power,O
PUNCT,-,O
VERB,supplying,O
ADJ,third,AREA
NOUN,rail,AREA
ADP,next,DATE
NOUN,month,DATE
PUNCT,0,O
,,
DET,The,O
NOUN,project,O
VERB,will,O
VERB,be,O
VERB,undertaken,O
ADP,by,O
ADJ,local,O
NOUN,contractor,O
PROPN,Gates,ORG
PROPN,PCM,ORG
ADP,for,O
PROPN,S$13mil,MONEY
PUNCT,',',O
CONJ,and,O
PROPN,SMRT,ORG
VERB,will,O
VERB,call,O
ADP,for,O
DET,a,O
NOUN,tender,O
ADP,for,O
DET,a,O
ADJ,similar,O
NOUN,project,O
ADP,on,O
DET,the,O
PROPN,NSL,LINE
ADV,soon,O
PUNCT,0,O
,,
PRON,It,O
VERB,said,O
DET,the,O
NOUN,sagging,O
ADP,of,O
DET,the,O
ADJ,third,AREA
PUNCT,-,AREA
NOUN,rail,AREA
VERB,were,O
VERB,singled,O
PART,out,O
ADP,as,O
DET,the,O
ADJ,main,O
NOUN,cause,O
ADP,of,O
NUM,two,CARDINAL
ADJ,massive,O
NOUN,breakdowns,O
ADP,in,O
NUM,2011,DATE
PUNCT,0,O
,,
DET,The,O
NOUN,article,O
ADV,also,O
VERB,discusses,O
ADJ,other,O
ADP,on,O
PUNCT,-,O
VERB,going,O
NOUN,rail,O
NOUN,renewal,O
VERB,works,O
PUNCT,',',O
ADJ,such,O
ADP,as,O
NOUN,sleeper,AREA
NOUN,replacement,O
PUNCT,',',O
NOUN,replacement,O
ADP,of,O
VERB,signaling,AREA
NOUN,systems,AREA
PUNCT,',',O
CONJ,and,O
NOUN,arrival,O
ADP,of,O
ADJ,new,O
NOUN,trains,O
PUNCT,0,O
,,
ADP,Although,O
PROPN,Tower,ORG
PROPN,Transit,ORG
VERB,began,O
VERB,operating,O
NUM,nine,CARDINAL
NOUN,bus,O
NOUN,services,O
ADP,on,O
PROPN,Sunday,DATE
PUNCT,',',O
ADJ,many,O
VERB,said,O
PRON,they,O
VERB,had,O
ADV,not,O
VERB,noticed,O
DET,any,O
NOUN,difference,O
ADP,after,O
PROPN,Tower,ORG
PROPN,Transit,ORG
VERB,took,O
PART,over,O
ADP,from,O
DET,the,O
ADJ,previous,O
NOUN,operator,O
PUNCT,',',O
PROPN,SMRT.,ORG
,,
CONJ,But,O
DET,a,O
ADJ,few,O
ADP,of,O
PRON,them,O
VERB,noted,O
DET,some,O
NOUN,improvements,O
PUNCT,0,O
,,
DET,Some,O
NOUN,commuters,O
VERB,did,O
ADV,not,O
VERB,realise,O
DET,the,O
NOUN,bus,O
NOUN,services,O
VERB,had,O
VERB,changed,O
NOUN,hands,O
ADP,as,O
ADV,only,O
NUM,10,CARDINAL
VERB,are,O
ADJ,green,O
ADP,in,O
NOUN,colour,O
PUNCT,0,O
,,
DET,The,O
ADJ,other,O
NOUN,buses,O
PUNCT,',',O
ADV,around,O
NUM,90,CARDINAL
PUNCT,',',O
VERB,retain,O
PROPN,SMRT,ORG
PART,'''s',O
NOUN,colour,O
NOUN,scheme,O
CONJ,or,O
VERB,have,O
NOUN,advertisements,O
ADP,on,O
PRON,them,O
PUNCT,0,O
,,
ADJ,Same,O
ADP,as,O
PROPN,Wanbao,ORG
PART,'''',O
PROPN,Bus,O
NOUN,captain,O
NOUN,referrals,O
PART,to,O
VERB,enjoy,O
NOUN,bonus,O
PUNCT,'''',O
,,
PROPN,Forum,TITLE
NOUN,writer,TITLE
PROPN,Mr,O
PROPN,Patrick,PERSON
PROPN,Tan,PERSON
PROPN,Siong,PERSON
PROPN,Kuan,PERSON
VERB,noted,O
ADP,in,O
DET,this,O
NOUN,forum,O
NOUN,letter,O
ADP,that,O
PRON,he,O
VERB,was,O
VERB,appalled,O
PART,to,O
VERB,learn,O
ADP,that,O
PROPN,SMRT,ORG
VERB,has,O
NOUN,plans,O
ADP,of,O
VERB,going,O
ADP,into,O
DET,the,O
NOUN,telco,O
NOUN,business,O
ADV,even,O
ADP,before,O
PROPN,SMRT,ORG
VERB,could,O
VERB,get,O
DET,the,O
NOUN,bus,O
CONJ,and,O
NOUN,train,O
NOUN,services,O
VERB,running,O
ADV,properly,O
PUNCT,0,O
,,
PRON,He,O
VERB,noted,O
ADP,that,O
NUM,one,CARDINAL
ADP,of,O
DET,the,O
NOUN,reasons,O
ADP,for,O
ADJ,frequent,O
NOUN,train,O
NOUN,breakdowns,O
VERB,was,O
DET,that,O
PROPN,SMRT,ORG
VERB,had,O
VERB,underinvested,O
ADP,in,O
NOUN,maintenance,O
ADP,because,O
PRON,they,O
VERB,were,O
VERB,preoccupied,O
ADP,with,O
NOUN,profits,O
CONJ,and,O
VERB,growing,O
ADJ,its,O
ADJ,retail,O
NOUN,business,O
PUNCT,0,O
,,
PRON,He,O
VERB,added,O
PUNCT,',',O
ADP,despite,O
DET,the,O
ADJ,poor,O
NOUN,service,O
PUNCT,',',O
NOUN,fare,O
NOUN,increases,O
VERB,continued,O
PART,to,O
VERB,be,O
VERB,explained,O
ADP,by,O
NOUN,increases,O
ADP,in,O
VERB,operating,O
NOUN,cost,O
PUNCT,0,O
,,
PRON,He,O
VERB,thinks,O
ADP,that,O
PROPN,SMRT,ORG
VERB,should,O
VERB,be,O
VERB,spending,O
NOUN,money,O
PART,to,O
VERB,fix,O
DET,these,O
NOUN,problems,O
CONJ,or,O
VERB,pass,O
DET,the,O
NOUN,money,O
ADV,back,O
ADP,to,O
NOUN,commuters,O
ADV,instead,O
ADP,of,O
VERB,investing,O
ADP,in,O
NOUN,something,O
ADV,not,O
VERB,related,O
ADP,to,O
ADJ,its,O
NOUN,core,O
NOUN,business,O
PUNCT,0,O
,,
PRON,He,O
ADV,also,O
VERB,expressed,O
NOUN,disappointment,O
ADP,at,O
PROPN,LTA,ORG
ADP,for,O
VERB,allowing,O
DET,these,O
NOUN,excesses,O
PART,to,O
VERB,continue,O
CONJ,and,O
VERB,urged,O
PROPN,LTA,ORG
PART,to,O
VERB,exercise,O
ADJ,their,O
NOUN,right,O
PART,to,O
VERB,change,O
PROPN,SMRT,ORG
PART,'''s',O
NOUN,business,O
CONJ,and,O
VERB,operating,O
NOUN,model,O
PUNCT,0,O
,,
PROPN,DBS,ORG
PROPN,Group,ORG
PROPN,Research,ORG
VERB,gives,O
DET,a,O
PUNCT,'''',O
NOUN,hold,O
PUNCT,'''',O
NOUN,rating,O
ADP,on,O
PROPN,SMRT,ORG
NOUN,shares,O
ADP,with,O
DET,a,O
NOUN,target,O
NOUN,price,O
ADP,of,O
SYM,$,MONEY
NUM,1.53,MONEY
PUNCT,0,O
,,
PROPN,SMRT,ORG
NOUN,management,O
VERB,was,O
VERB,noted,O
PART,to,O
VERB,have,O
VERB,announced,O
NUM,five,CARDINAL
ADJ,key,O
ADJ,strategic,O
NOUN,thrusts,O
ADP,in,O
NOUN,areas,O
ADP,of,O
VERB,improving,O
ADJ,operational,O
NOUN,performance,O
PUNCT,',',O
VERB,enhancing,O
NOUN,customer,O
NOUN,experience,O
PUNCT,',',O
VERB,strengthening,O
NOUN,workforce,O
NOUN,health,O
PUNCT,',',O
VERB,enhancing,O
ADJ,organisational,O
NOUN,excellence,O
CONJ,and,O
VERB,ensuring,O
ADJ,sustainable,O
NOUN,growth,O
PUNCT,0,O
,,
PRON,It,O
VERB,is,O
VERB,continuing,O
ADJ,its,O
NOUN,upgrading,O
NOUN,works,O
ADP,on,O
PROPN,North,LINE
PUNCT,-,LINE
PROPN,South,LINE
PUNCT,-,LINE
PROPN,East,LINE
PUNCT,-,LINE
PROPN,West,LINE
PROPN,Line,LINE
CONJ,and,O
ADV,also,O
VERB,looking,O
PART,to,O
VERB,compete,O
ADP,in,O
DET,the,O
NOUN,tender,O
ADP,for,O
PROPN,Thomson,LINE
PROPN,East,LINE
PROPN,Coast,LINE
PROPN,Line,LINE
PUNCT,0,O
,,
ADP,In,O
NOUN,addition,O
PUNCT,',',O
PROPN,SMRT,ORG
NOUN,profits,O
NOUN,margins,O
VERB,are,O
VERB,expected,O
